id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
10683,SEEKRIEG 5,"Miniatures,Nautical,Wargame,World War I,World War II","Action Point Allowance System,Dice Rolling,Simulation",2004,2,10,120,56,8.11429,5.59511,13,4.3077
10687,Tipsy Tower,"Action / Dexterity,Children's Game,Dice,Party Game",Dice Rolling,1985,2,4,15,105,4.9219,5.45861,7,1
10688,Advanced Dungeons & Dragons Battlesystem Skirmishes,"Fantasy,Fighting,Miniatures,Wargame","Dice Rolling,Modular Board",1991,2,8,120,52,5.27308,5.49017,10,3
10709,Tjuv och polis,,Dice Rolling,1943,2,6,150,198,4.41465,5.355,10,1.6
10712,Bondespelet,Farming,"Dice Rolling,Roll / Spin and Move",1953,2,6,90,282,4.38418,5.29197,19,1.6316
10716,Kemps,"Card Game,Real-time","Partnerships,Set Collection,Simultaneous Action Selection",0,4,8,30,80,6.00875,5.52617,5,1.2
10718,The Garden Game,"Card Game,Environmental,Farming","Roll / Spin and Move,Set Collection,Trading",1980,2,4,0,53,5.93962,5.49837,2,2
10742,Foxy,Abstract Strategy,"Area Movement,Modular Board",1977,2,2,10,37,5.56841,5.49853,3,1.3333
10756,Dancing Dice,Dice,"Dice Rolling,Player Elimination",2004,2,6,30,511,5.72491,5.54868,70,1.1143
10757,Marco Polo: Dragonda,"Adventure,Educational,Transportation","Commodity Speculation,Pick-up and Deliver,Point to Point Movement",1982,2,4,0,43,5.89535,5.50818,8,1.75
10765,Geist,"Adventure,Fantasy,Humor,Puzzle","Area Movement,Variable Player Powers",2004,2,5,60,63,5.80159,5.4941,3,3
10776,Sword & Shield,"Medieval,Wargame","Chit-Pull System,Dice Rolling,Hex-and-Counter",1994,2,2,180,39,6.34744,5.52351,6,2.6667
10780,The Powerpuff Girls: Mojo Jojo Attacks Townsville Game,"Action / Dexterity,Card Game,Children's Game,Dice,Movies / TV / Radio theme","Campaign / Battle Card Driven,Point to Point Movement",2000,2,2,30,43,6.25814,5.52385,4,1
10785,D-Day: The Great Crusade,"Dice,Fighting,Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation",2004,2,4,120,44,6.52273,5.52687,9,3.1111
10788,Hellenes: Campaigns of the Peloponnesian War,"Ancient,Wargame","Area Movement,Campaign / Battle Card Driven,Dice Rolling,Secret Unit Deployment",2009,2,2,240,484,7.42907,5.99289,74,2.9865
10789,Pitch,Card Game,Trick-taking,1600,2,4,30,229,6.75734,5.67953,22,1.7727
10799,Old Maid,"Animals,Bluffing,Card Game,Children's Game,Comic Book / Strip,Novel-based,Sports","Hand Management,Set Collection",1874,2,6,5,1229,3.59344,4.57603,108,1.0185
10802,Somethin' Fishy,"Animals,Card Game","Press Your Luck,Set Collection",2004,3,6,15,176,5.52205,5.50535,20,1.2
10805,A Dark and Bloody Ground,"American Indian Wars,Wargame","Area Movement,Hex-and-Counter",2004,1,2,0,47,5.43511,5.49588,13,2.8462
10807,Fishing for Terrorists,"Card Game,Humor,Memory,Political,Spies/Secret Agents","Memory,Set Collection",2004,2,6,45,84,5.08095,5.47703,11,1
10808,BSZZZZ!,"Action / Dexterity,Animals,Card Game","Pattern Recognition,Set Collection,Simultaneous Action Selection",2003,3,6,20,39,4.55128,5.47245,3,1
10811,"Piraten, Planken & Peseten","Fighting,Pirates",Action Point Allowance System,2004,2,4,45,49,5.4898,5.49963,7,1.5714
10814,Dawn Under,"Children's Game,Horror,Memory",Memory,2004,2,6,30,830,6.36066,5.82188,93,1.6559
10815,Craps,Dice,"Betting/Wagering,Dice Rolling",1125,1,16,60,255,4.88161,5.39535,37,1.7027
10816,Blackjack,"Card Game,Math,Number","Betting/Wagering,Press Your Luck",1700,2,10,30,1390,4.61783,5.01757,133,1.5038
10819,Navia Dratp,"Abstract Strategy,Collectible Components,Fantasy",Grid Movement,2004,2,2,30,552,7.17085,5.95745,56,2.8929
10822,The Seven Years World War,"Age of Reason,Wargame","Hex-and-Counter,Variable Player Powers",2004,2,4,240,41,6.65244,5.52848,8,3.125
10829,Krieg! World War II in Europe,"Wargame,World War II","Dice Rolling,Hex-and-Counter",1996,2,3,1800,109,6.58716,5.5767,23,3.5652
10831,Vapor's Gambit,"Racing,Science Fiction",Variable Player Powers,2004,2,6,20,104,4.84183,5.44808,10,1.8
10836,Moguli,Abstract Strategy,Modular Board,2003,2,2,45,49,6.02143,5.51669,6,3.5
10842,Insel der Schmuggler,Dice,"Dice Rolling,Roll / Spin and Move",2004,2,4,15,38,5.87632,5.51178,6,1.1667
10869,Heart of Africa,Economic,Auction/Bidding,2004,2,5,60,352,5.51442,5.49337,45,2.8222
10878,Visual Game,Party Game,"Line Drawing,Partnerships",1991,4,6,1,102,5.93943,5.53019,10,1.4
10880,Calciomania,Sports,"Card Drafting,Simulation",1985,2,2,0,50,6.634,5.53272,9,1.1111
10884,White Bear & Red Moon,"Fantasy,Wargame","Area Movement,Chit-Pull System,Dice Rolling,Variable Player Powers",1975,1,3,90,61,7.39344,5.56416,9,3.2222
10885,Royalists & Roundheads II,"Civil War,Pike and Shot,Wargame",Hex-and-Counter,1992,1,2,120,43,5.70465,5.50653,7,2
10889,Akron,Abstract Strategy,"Pattern Building,Point to Point Movement",2002,2,2,30,46,7.08696,5.54859,5,3.8
10890,Behind,"Card Game,Collectible Components,Fantasy,Horror,Religious,Science Fiction","Area Movement,Card Drafting,Hand Management",2003,2,2,0,50,6.81,5.54299,8,2.5
10893,Allegiance: War of Factions,"Card Game,City Building,Civilization,Collectible Components,Fantasy,Fighting,Medieval,Memory,Negotiation,Political,Religious","Card Drafting,Dice Rolling,Memory,Partnerships,Role Playing,Trading,Voting",2004,2,6,60,33,6.97879,5.52108,6,4
10898,Tricky Fingers,"Action / Dexterity,Puzzle,Real-time",Pattern Building,1982,2,2,15,47,6.05053,5.51216,5,1.4
10906,Beggars and Thieves,"Card Game,Mafia","Hand Management,Partnerships,Trick-taking",1984,2,5,30,55,6.20036,5.52544,6,1.5
10908,Minotaur Lords,"Card Game,Fantasy,Fighting","Area Control / Area Influence,Hand Management,Variable Player Powers",2004,2,2,30,587,5.94009,5.63486,74,2.0811
10915,Simply Suspects,"Bluffing,Deduction","Player Elimination,Roll / Spin and Move",2003,2,6,15,136,5.5,5.49546,14,1.2857
10916,Spearhead,"Miniatures,Wargame,World War II","Dice Rolling,Simulation,Simultaneous Action Selection",1995,2,6,120,74,6.72162,5.56014,13,2.9231
10934,Things...,"Deduction,Humor,Memory,Party Game","Memory,Paper-and-Pencil",2002,4,15,45,1837,6.09911,5.7887,82,1.2317
10946,The American Civil War,"American Civil War,Wargame","Dice Rolling,Hex-and-Counter,Simulation",1974,2,2,240,114,5.86491,5.52059,19,3.0526
10947,Master Thieves,"Deduction,Memory","Memory,Simultaneous Action Selection,Variable Player Powers",2004,2,8,60,726,6.52787,5.85532,74,2.3378
10960,Swärje,"Card Game,Humor,Political","Partnerships,Voting",2004,4,6,90,89,5.49663,5.49436,9,1.5556
10962,Smugglers of the Galaxy,"Adventure,Economic,Pirates,Science Fiction,Space Exploration","Commodity Speculation,Hex-and-Counter,Pick-up and Deliver,Trading,Variable Player Powers",2004,2,6,120,165,5.60545,5.49342,25,2.48
10964,"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862","American Civil War,Wargame",Hex-and-Counter,1995,2,2,240,145,7.07414,5.63513,28,3.3929
10968,Crash Canyon,"Children's Game,Racing",Roll / Spin and Move,1989,2,4,0,62,6.21516,5.5289,8,1.5
10973,Dice Games Properly Explained,"Book,Dice",Dice Rolling,1999,0,0,25,121,6.70017,5.59713,7,1.8571
10986,"Borodino: Battle of the Moskova, 1812","Napoleonic,Wargame",Hex-and-Counter,2004,1,2,120,143,6.72378,5.60972,38,2.9474
10989,ConHex,Abstract Strategy,"Area Control / Area Influence,Pattern Building,Tile Placement",2002,2,2,30,277,6.90051,5.73132,28,2.3571
10995,Reinforce the Right!,"Wargame,World War I",Hex-and-Counter,1996,1,2,180,59,6.79322,5.54985,11,3
10996,Zarcana,"Abstract Strategy,Card Game,Territory Building","Area Control / Area Influence,Modular Board,Tile Placement",1996,2,4,45,42,6.85595,5.54231,10,2.8
10997,Boomtown,"American West,Card Game","Auction/Bidding,Dice Rolling",2004,3,5,30,2556,6.53506,6.17187,282,1.695
10998,Word Jam,Word Game,Betting/Wagering,2004,5,12,20,134,5.90522,5.5351,17,1.3529
10999,Abracadabra,"Card Game,Fantasy",Set Collection,2004,2,6,30,109,5.23119,5.48099,13,1.5385
11001,Mister Bill,Card Game,Trading,2004,3,8,20,82,5.08719,5.47516,7,1.2857
11002,Farfalia,Card Game,Trick-taking,2004,2,5,35,172,6.10616,5.56782,20,1.5
11011,Ancient Conquest,"Ancient,Wargame",Hex-and-Counter,1975,4,4,300,50,6.599,5.53876,6,2.3333
11017,Crazy Eights,"Card Game,Children's Game,Number",Hand Management,0,2,5,20,822,4.37401,5.06332,81,1.0741
11030,SherCo Baseball,Sports,Dice Rolling,1968,1,2,60,49,7.11225,5.54937,3,2.3333
11037,El Capitán Alatriste,Novel-based,"Role Playing,Roll / Spin and Move",2002,2,6,90,114,5.16456,5.48055,16,2
11038,Fiasco,"Card Game,Renaissance",Trick-taking,2003,2,6,15,142,7.05246,5.63316,4,1.25
11047,Barbarossa: Game of the Russo-German War 1941-45,"Wargame,World War II",Hex-and-Counter,1986,2,2,1200,78,5.33205,5.48903,10,3.6
11052,BRIDG-IT,Abstract Strategy,Tile Placement,1960,2,2,15,40,5.08175,5.48679,6,1.8333
11054,Four Battles in North Africa,"Wargame,World War II",Hex-and-Counter,1976,2,2,120,74,6.57568,5.5488,15,2.6
11057,The Great Battles of Alexander: Deluxe Edition,"Ancient,Wargame","Dice Rolling,Hex-and-Counter,Simulation",1995,2,4,240,659,7.72518,6.19693,115,3.6087
11060,Normandy,"Wargame,World War II","Hex-and-Counter,Simulation",1971,2,2,150,99,5.91313,5.52073,15,2.2
11081,Familienbande,Card Game,Hand Management,2004,2,4,20,584,6.32209,5.74659,66,1.6515
11083,Moby Pick,"Animals,Card Game,Memory",Memory,2004,3,8,15,63,5.50635,5.4922,7,1
11084,Jumbo & Co,"Animals,Bluffing,Card Game","Hand Management,Rock-Paper-Scissors,Simultaneous Action Selection",2004,3,6,15,169,5.90038,5.53585,15,1
11085,Packen Wir's!,Action / Dexterity,Co-operative Play,1992,2,5,45,47,6.07447,5.51998,3,1.6667
11091,Leuthen: Frederick's Greatest Victory,"Age of Reason,Wargame",Hex-and-Counter,1997,1,2,360,77,7.90584,5.61973,15,4
11093,Zorndorf,"Age of Reason,Wargame","Dice Rolling,Hex-and-Counter",1996,1,2,360,101,7.47158,5.61595,24,4
11096,Tahuantinsuyu,"Civilization,Exploration","Hand Management,Line Drawing,Route/Network Building",2004,3,4,180,400,7.17805,5.89338,59,3.2712
11104,Who's the Ass?,Card Game,Hand Management,2004,3,12,30,612,6.08873,5.68296,76,1.25
11106,"Warhammer 40,000: Rogue Trader","Book,Miniatures,Science Fiction","Dice Rolling,Modular Board,Variable Player Powers",1987,2,2,120,530,6.79677,5.82177,45,3.7111
11110,A Famous Victory,"Age of Reason,Wargame","Chit-Pull System,Hex-and-Counter,Simulation",1995,1,4,0,71,6.45775,5.54416,13,3.5385
11111,"Red Star/White Eagle: The Russo-Polish War, 1920",Wargame,Hex-and-Counter,1979,2,2,0,70,7.605,5.58914,15,3.1333
11112,Rommel at Gazala,"Wargame,World War II",Hex-and-Counter,1995,2,2,0,38,5.74474,5.50434,9,2.4444
11113,Rommel in North Africa: The War in the Desert 1941-42,"Wargame,World War II",Point to Point Movement,1986,2,2,0,53,6.75849,5.54412,8,3.625
11115,Saipan,"Wargame,World War II",Hex-and-Counter,1993,1,1,0,40,5.325,5.49068,5,3
11116,Yarmuk,"Ancient,Wargame","Dice Rolling,Hex-and-Counter",1997,2,2,0,37,5.92432,5.50575,9,2.5556
11121,"Operation Shock Troop: The Israeli Counterstroke Against Syria, 1973","Modern Warfare,Wargame",Hex-and-Counter,1994,2,2,0,40,5.69,5.50231,6,2.8333
11122,Proud Monster: The Barbarossa Campaign,"Wargame,World War II","Dice Rolling,Hex-and-Counter",1994,2,2,660,148,7.24926,5.66336,25,3.16
11124,Operation Sea Lion,"Wargame,World War II","Dice Rolling,Hex-and-Counter",1997,2,2,240,41,6.22683,5.51513,10,3
11125,The Marne: Home Before the Leaves Fall,"Wargame,World War I",Hex-and-Counter,1972,2,2,4,38,6.11579,5.51409,10,2.3
11126,Moscow 1941: The Enemy at the Gates,"Wargame,World War II","Chit-Pull System,Hex-and-Counter",1987,2,2,0,50,5.9774,5.50806,10,3.1
11127,"Kursk: Operation Zitadelle, 4 July 1943","Wargame,World War II",Hex-and-Counter,1971,2,2,210,64,5.93594,5.52154,13,2.3846
11129,"Krim: von Manstein's Battles for Sevastopol, 1941-1942","Wargame,World War II",Hex-and-Counter,1990,2,2,0,57,6.36667,5.52717,7,2.5714
11131,Hell Before Night: The Battle of Shiloh,"American Civil War,Post-Napoleonic,Wargame","Dice Rolling,Hex-and-Counter",1997,2,2,0,44,6.29545,5.52006,10,3.3
11132,Hitler's Last Gamble: The Battle of the Bulge,"Wargame,World War II",Hex-and-Counter,1989,2,2,0,61,6.74262,5.5436,12,3.9167
11135,Balkans 1941,"Wargame,World War II",Hex-and-Counter,1997,2,2,4,51,6.61765,5.53735,7,2.5714
11136,End of Empire: The French and Indian War and the American Revolution,"Age of Reason,American Revolutionary War,Wargame",Hex-and-Counter,1997,2,2,0,45,5.90333,5.50643,6,3.5
11139,"Bloody April: The Battle of Shiloh, 1862","American Civil War,Wargame",Hex-and-Counter,1979,2,6,1200,93,6.7957,5.57692,16,4.25
11147,Ea$y Money,"Economic,Humor",Roll / Spin and Move,1988,2,4,40,146,5.11541,5.45646,10,1.3
11149,It from the Pit,"Action / Dexterity,Electronic,Horror",Roll / Spin and Move,1992,2,4,0,47,5.90319,5.50742,7,1
11159,Dungeoneer: Haunted Woods of Malthorin,"Adventure,Fantasy","Area Movement,Dice Rolling,Modular Board,Role Playing,Variable Player Powers",2004,2,2,45,528,6.29659,5.71204,59,2.2203
11160,Think: Memo Crime,"Educational,Memory,Murder/Mystery,Negotiation","Memory,Storytelling",1997,2,6,90,87,6.02989,5.52853,11,1.8182
11161,Dungeoneer: Den of the Wererats,"Adventure,Card Game,Dice,Exploration,Fantasy","Action Point Allowance System,Dice Rolling,Hand Management,Modular Board,Variable Player Powers",2004,2,2,30,474,6.32985,5.70071,47,2.1064
11166,Brandywine & Germantown,"Age of Reason,American Revolutionary War,Wargame",Hex-and-Counter,2000,2,4,360,72,7.65972,5.58881,12,4.1667
11167,Brain Quest,"Children's Game,Educational,Trivia",Roll / Spin and Move,1993,2,4,1,41,4.50185,5.47236,5,1.2
11168,Flames of War: The World War II Miniatures Game,"Collectible Components,Miniatures,Vietnam War,Wargame,World War II","Dice Rolling,Modular Board,Point to Point Movement,Simulation,Variable Player Powers",2002,2,2,120,820,7.09302,6.04403,106,3.283
11170,Heroscape Master Set: Rise of the Valkyrie,"Adventure,Fantasy,Fighting,Miniatures,Science Fiction","Dice Rolling,Grid Movement,Modular Board",2004,2,4,90,7561,7.42548,7.05886,848,2.2913
11177,Cardmaster: Adventure Design Deck,"Adventure,Exploration,Fantasy,Fighting","Co-operative Play,Dice Rolling,Modular Board,Role Playing",1993,1,4,60,43,5.87209,5.51003,4,1.25
11179,Semper Victor,"Ancient,Wargame",Area Movement,2004,2,2,1200,37,7.60541,5.54371,10,2.9
11182,Super Scrabble,Word Game,Tile Placement,2004,2,4,60,542,6.38979,5.71168,37,2.1351
11188,Superstar Pro Wrestling Game,"Fighting,Sports",Dice Rolling,1984,1,4,60,55,7.39273,5.53799,7,2
11195,Karottenklau,"Animals,Children's Game,Farming","Co-operative Play,Dice Rolling",2004,1,6,5,110,5.72,5.51748,4,1
11202,The First World War,"Wargame,World War I","Area Control / Area Influence,Dice Rolling,Secret Unit Deployment",2004,2,4,90,443,6.11639,5.64071,79,2.3291
11215,Numeri,"Dice,Racing","Dice Rolling,Roll / Spin and Move",1973,2,4,30,38,5.60526,5.50298,4,1.5
11229,Star Wars Miniatures,"Adventure,Collectible Components,Miniatures,Movies / TV / Radio theme,Science Fiction","Dice Rolling,Modular Board,Role Playing",2004,2,2,60,1516,6.85975,6.14141,171,2.3158
11231,Snorta!,"Action / Dexterity,Animals,Humor,Party Game","Acting,Memory",2004,3,8,20,1411,6.08567,5.77478,136,1.1029
11235,Golf the Perfect Game,"Number,Sports","Hand Management,Simulation",1995,2,6,45,45,5.67444,5.50582,6,1.1667
11241,The Cossacks Are Coming!,"Wargame,World War I","Dice Rolling,Hex-and-Counter",1982,2,2,360,46,7.00848,5.54304,9,4.1111
11248,The Vampire Game,"Horror,Humor","Pick-up and Deliver,Roll / Spin and Move",1986,2,4,0,58,4.2569,5.44963,6,1.3333
11253,Okinawa,"Wargame,World War II",Hex-and-Counter,1986,2,2,180,40,5.8575,5.50396,5,3
11258,Abagio,"Abstract Strategy,Animals",Roll / Spin and Move,2004,2,2,38,48,5.48854,5.49959,4,1
11262,Monopoly: NFL Official,"Economic,Negotiation,Sports","Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading",1998,2,8,60,65,5.16846,5.48229,4,1.5
11265,Wellington,"Napoleonic,Wargame","Campaign / Battle Card Driven,Point to Point Movement",2005,2,4,180,619,6.93164,5.93895,109,3.211
11269,Roads to Leningrad,"Wargame,World War II","Dice Rolling,Hex-and-Counter",2004,2,2,180,254,7.51656,5.79605,58,3.4138
11274,Devil's Horsemen,"Medieval,Wargame",Hex-and-Counter,2004,2,2,240,209,7.39756,5.73137,39,3.5128
11278,Trajan: Ancient Wars Series,"Ancient,Wargame","Dice Rolling,Hex-and-Counter,Simulation",2004,1,2,240,39,7.7782,5.56285,5,3.8
11283,1895 Namibia,"Economic,Trains,Transportation","Route/Network Building,Stock Holding,Tile Placement,Trading",2004,3,3,180,67,6.79478,5.5641,5,3.2
11284,1862,"Economic,Trains,Transportation","Route/Network Building,Stock Holding,Tile Placement,Trading",2000,4,7,360,43,7.23256,5.54985,7,3.7143
