id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
142197,The Phantom Society,"Abstract Strategy,Deduction","Grid Movement,Partnerships,Secret Unit Deployment",2013,2,4,20,648,5.86726,5.61423,34,1.5
142205,Ronin: Skirmish Wargames in the Age of the Samurai,"Book,Miniatures,Renaissance,Wargame","Dice Rolling,Simulation,Variable Player Powers",2013,2,2,0,56,7.175,5.5587,4,2.25
142239,Vye: The Card Game of Capture and Control,"Abstract Strategy,Card Game","Area Control / Area Influence,Hand Management",2013,2,5,20,505,6.76764,5.80998,31,1.6129
142262,Draco Magi,"Card Game,Fantasy","Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management",2014,2,2,30,674,6.47136,5.78205,34,2.0588
142265,Prospectus,"Economic,Fantasy","Commodity Speculation,Stock Holding",2016,3,4,180,130,6.95422,5.61733,2,2.5
142267,Bomb Squad,"Print & Play,Real-time","Action / Movement Programming,Co-operative Play,Grid Movement,Hand Management,Memory,Modular Board,Variable Player Powers",2013,2,6,30,789,6.55887,5.89328,19,2.1579
142277,Der Millionen Coup,Real-time,Co-operative Play,2013,2,4,40,50,6.71,5.54105,2,2
142296,Funemployed!,"Card Game,Educational,Humor,Party Game,Word Game","Acting,Card Drafting,Role Playing,Storytelling",2013,3,20,30,1378,6.82133,6.1339,36,1.1944
142303,Railways Express,"Dice,Racing,Trains","Dice Rolling,Route/Network Building",2013,2,4,60,121,4.78017,5.4409,19,1.6842
142325,Kobayakawa,"Card Game,Deduction,Number",Betting/Wagering,2013,3,6,15,1635,6.34637,5.96395,80,1.1875
142326,Eight-Minute Empire: Legends,"Civilization,Exploration,Mythology,Territory Building","Area Control / Area Influence,Area Movement,Card Drafting,Modular Board,Set Collection,Variable Player Powers",2013,2,4,32,4126,7.00063,6.62068,173,1.9884
142333,Mob Town,"Card Game,Mafia","Area Control / Area Influence,Modular Board,Route/Network Building,Set Collection",2013,2,4,30,98,6.58883,5.57126,4,1.5
142334,Sushi Dice,"Action / Dexterity,Dice,Party Game,Real-time","Dice Rolling,Press Your Luck,Set Collection",2014,2,6,20,704,5.83821,5.61276,31,1.0968
142364,Palmyra,"Ancient,Territory Building","Grid Movement,Hand Management,Tile Placement",2013,1,5,45,252,6.23615,5.61475,19,2.2105
142401,Dwarven Miner,Fantasy,"Dice Rolling,Hand Management,Press Your Luck,Variable Player Powers",2013,2,4,30,223,6.51662,5.6281,12,1.9167
142402,The Red Dragon Inn 4,"Card Game,Fantasy,Humor,Medieval,Party Game","Betting/Wagering,Hand Management,Variable Player Powers",2013,2,4,60,673,7.34905,6.04473,12,1.75
142432,Continental Express,"Card Game,Trains","Card Drafting,Set Collection",2014,2,4,20,530,6.04691,5.63699,37,1.2432
142451,Cornish Smuggler,"Economic,Nautical,Transportation,Travel","Action Point Allowance System,Area-Impulse,Deck / Pool Building,Pick-up and Deliver,Point to Point Movement,Route/Network Building,Simulation",2013,2,5,120,495,5.94586,5.5843,46,3.1957
142503,One Night Werewolf,"Bluffing,Card Game,Deduction,Negotiation,Party Game","Partnerships,Variable Player Powers,Voting",2012,3,7,10,456,6.17639,5.65513,31,1.1935
142517,Grabolo,"Dice,Real-time","Memory,Pattern Recognition",2012,3,5,20,64,5.52656,5.50124,3,2
142551,Titans Tactics,"Fantasy,Fighting","Grid Movement,Hand Management,Variable Player Powers",2013,2,2,30,108,6.90787,5.57723,5,2.8
142555,The Lord of the Rings: The Two Towers Deck-Building Game,"Card Game,Fantasy,Movies / TV / Radio theme,Novel-based",Deck / Pool Building,2013,2,5,45,542,6.88238,5.86717,27,2.1852
142584,"Moby Dick, or, The Card Game","Adventure,Card Game,Novel-based","Deck / Pool Building,Dice Rolling,Hand Management,Simulation,Trading,Variable Player Powers",2013,2,4,60,185,5.67065,5.51624,15,2.2
142638,Incredible Expeditions: Quest for Atlantis,"Card Game,Exploration,Horror,Pirates","Co-operative Play,Deck / Pool Building,Press Your Luck",2015,1,5,120,129,5.77709,5.53842,13,2.6923
142645,Havok & Hijinks,"Card Game,Fantasy,Humor","Hand Management,Set Collection,Variable Player Powers",2014,2,4,15,123,6.80033,5.56128,15,1.6
142653,IncrediBrawl,Card Game,"Rock-Paper-Scissors,Simultaneous Action Selection,Take That",2014,2,4,30,111,5.78051,5.51642,6,1.6667
142687,oddball Äeronauts,"Card Game,Fantasy",Hand Management,2014,2,2,20,606,5.92687,5.61309,40,1.6
142691,World Series of Yahtzee,"Dice,Electronic,Real-time","Dice Rolling,Press Your Luck",2012,2,4,20,91,6.14337,5.53277,5,1
142830,Chaosmos,"Adventure,Bluffing,Deduction,Exploration,Fighting,Science Fiction","Action Point Allowance System,Card Drafting,Dice Rolling,Hand Management,Memory,Modular Board,Point to Point Movement,Time Track,Trading,Variable Player Powers",2015,2,4,90,718,6.96644,5.96967,38,2.6842
142852,DC Comics Deck-Building Game: Heroes Unite,"Card Game,Comic Book / Strip",Deck / Pool Building,2014,2,5,45,1561,7.40369,6.45718,60,2.1
142854,Infection: Humanity's Last Gasp,"Medical,Puzzle",Dice Rolling,2013,1,1,45,538,7.3339,6.01067,45,2.1111
142889,Enemy Coast Ahead: The Dambuster Raid,"Aviation / Flight,Wargame,World War II","Co-operative Play,Dice Rolling,Simulation",2014,1,3,360,237,7.73502,5.80545,31,3.0968
142903,Foragers,"Ancient,Economic,Exploration,Prehistoric","Modular Board,Pick-up and Deliver,Tile Placement",2016,2,4,80,107,6.52215,5.5692,12,2.0833
142924,Mayday!Mayday!,"Aviation / Flight,Bluffing,Deduction","Partnerships,Simultaneous Action Selection,Voting",2013,5,8,25,274,6.44084,5.65487,15,1.9333
142961,Thunderstone Advance: Numenera,"Card Game,Fantasy,Science Fiction","Card Drafting,Deck / Pool Building,Hand Management",2013,1,5,90,1226,7.31623,6.35191,62,2.7258
142980,Nanahoshi,Abstract Strategy,Grid Movement,2013,2,2,10,73,6.27055,5.53985,4,1.75
142988,Hunters of Arcfall,"Dice,Science Fiction","Dice Rolling,Press Your Luck",2014,2,6,30,172,6.19128,5.57116,20,1.45
142992,Gravwell: Escape from the 9th Dimension,"Card Game,Racing,Science Fiction","Action / Movement Programming,Card Drafting,Point to Point Movement,Simultaneous Action Selection",2013,1,4,35,3079,6.92743,6.47707,110,1.7364
143023,Alea Iacta Est,"Ancient,Wargame",Area Movement,2013,2,2,0,44,7.62045,5.55751,12,3.0833
143048,"Goeben, 1914","Nautical,Wargame,World War I",Point to Point Movement,2014,1,1,0,51,6.77451,5.54616,4,2
143075,Luchador! Mexican Wrestling Dice,"Action / Dexterity,Dice,Sports","Dice Rolling,Partnerships,Press Your Luck",2013,2,6,15,1034,6.46596,5.89322,72,1.2222
143085,7 Dice Wonders,"Ancient,Civilization,Dice,Print & Play","Dice Rolling,Paper-and-Pencil,Set Collection",2013,1,4,20,42,6.59286,5.53152,7,1.8571
143096,Camp Grizzly,"Fighting,Horror,Humor,Mature / Adult","Co-operative Play,Player Elimination",2013,1,6,60,588,7.40601,5.98006,30,2.0667
143131,Constructo,Abstract Strategy,"Area Control / Area Influence,Modular Board",2014,2,2,15,63,6.95079,5.55738,5,1.6
143147,Saboteur (compilation editions),"Bluffing,Card Game,Exploration","Hand Management,Partnerships,Route/Network Building",2011,2,12,30,1316,6.91888,6.15776,59,1.5085
143157,SOS Titanic,Card Game,Co-operative Play,2013,1,5,30,1325,6.68605,6.08154,74,1.6351
143175,Kashgar: Händler der Seidenstraße,"Card Game,Economic",Deck / Pool Building,2013,2,4,45,1543,7.14348,6.3774,57,2.2632
143176,Steam Works,"Industry / Manufacturing,Science Fiction","Card Drafting,Tile Placement,Variable Player Powers,Worker Placement",2015,2,5,120,848,7.03082,6.08026,43,3.2326
143185,Smash Up: The Obligatory Cthulhu Set,"Card Game,Fantasy,Horror,Humor,Mythology","Area Control / Area Influence,Hand Management,Take That,Variable Player Powers",2013,2,2,45,3094,6.77704,6.36022,79,2.1772
143200,Jungle Speed: Silver,"Action / Dexterity,Card Game,Party Game",Pattern Recognition,2013,3,4,0,64,5.85484,5.5166,5,1.2
143238,The Battle for Sector 219,"Card Game,Science Fiction,Wargame","Hand Management,Tile Placement",2014,2,2,10,52,6.65269,5.5442,3,1.3333
143255,Goblins vs Zombies,"Card Game,Humor,Zombies","Co-operative Play,Hand Management",2013,1,3,15,110,6.43136,5.5681,7,2
143323,Stak Bots,Card Game,Hand Management,2013,2,6,10,165,6.29636,5.5666,10,1.6
143401,Yunnan,"Ancient,Economic,Transportation","Area Movement,Auction/Bidding,Route/Network Building,Worker Placement",2013,2,5,90,1206,7.14558,6.2649,101,3.2376
143404,Castellion,,"Co-operative Play,Tile Placement",2015,1,2,30,1529,6.99215,6.27524,51,2.0392
143405,Sylvion,"Animals,Card Game,Environmental,Fantasy","Card Drafting,Co-operative Play,Grid Movement,Hand Management",2015,1,2,30,2221,7.16038,6.51088,82,2.061
143416,Gothic Doctor,"Card Game,Novel-based","Hand Management,Set Collection",2015,2,4,25,112,6.97589,5.59008,10,1.9
143484,Florenza: The Card Game,"City Building,Economic,Renaissance","Hand Management,Set Collection",2013,2,4,60,476,6.87459,5.85715,25,2.56
143487,In Her Majesty's Name,"Book,Miniatures,Science Fiction,Wargame",Dice Rolling,2013,2,0,0,62,7.7129,5.58063,6,2.5
143508,World War Z: The Game,"Movies / TV / Radio theme,Novel-based,Wargame,Zombies","Area Movement,Co-operative Play,Dice Rolling",2013,2,4,50,102,4.53284,5.43122,5,1.6
143515,Coal Baron,"Industry / Manufacturing,Transportation","Action Point Allowance System,Pick-up and Deliver,Set Collection,Tile Placement,Worker Placement",2013,2,4,75,4032,7.30182,6.83124,253,2.5731
143519,Quantum,"Dice,Fighting,Science Fiction,Space Exploration","Area Control / Area Influence,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",2013,2,4,60,6007,7.29652,6.9272,248,2.4476
143520,Monster Mansion,"Adventure,Bluffing,Fantasy,Real-time","Area Movement,Time Track,Trading",2013,2,8,45,89,5.83392,5.51781,12,1.9167
143588,Codename: Oracle,"Card Game,Deduction,Memory,Spies/Secret Agents",Memory,2014,2,2,30,41,6.38415,5.52142,5,2
143657,Eternal Dynasty,"Ancient,Political,Territory Building","Area Control / Area Influence,Route/Network Building,Time Track,Voting",2015,2,5,150,88,6.9392,5.57941,7,3
143663,Migration: A Story of Generations,"Animals,Fantasy","Area Enclosure,Deck / Pool Building,Hex-and-Counter,Take That,Tile Placement",2012,2,4,30,49,7.15857,5.53812,7,2
143680,Nightfall: Eastern Skies,"Bluffing,Card Game","Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers",2013,2,5,45,99,7.64141,5.64821,3,2.6667
143693,Glass Road,"City Building,Economic,Medieval","Card Drafting,Set Collection,Simultaneous Action Selection,Tile Placement,Variable Phase Order",2013,1,4,80,8354,7.45279,7.17456,445,2.9753
143701,Romance of the Nine Empires,"Card Game,Fantasy,Fighting,Movies / TV / Radio theme","Deck / Pool Building,Hand Management",2013,2,5,45,138,6.21806,5.54971,10,3.1
143703,NanoBot Battle Arena,"Abstract Strategy,Science Fiction,Wargame","Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management,Pattern Building,Tile Placement,Variable Player Powers",2014,2,8,30,63,6.59365,5.52903,5,1.8
143741,BANG! The Dice Game,"American West,Bluffing,Deduction,Dice,Fighting,Party Game","Dice Rolling,Partnerships,Player Elimination,Press Your Luck,Variable Player Powers",2013,3,8,15,17482,6.97795,6.83612,578,1.2768
143780,Texas Zombies,"Card Game,Horror,Party Game,Zombies","Partnerships,Storytelling,Voting",2012,3,6,20,104,5.56635,5.50669,6,1.3333
143782,Global Mogul,Economic,Worker Placement,2013,1,4,120,210,7.00881,5.6981,24,3.4167
143843,Spot it! Party,"Card Game,Party Game,Real-time",Pattern Recognition,2013,2,8,0,69,6.26797,5.53859,2,1
143882,ebbes,Card Game,Trick-taking,2013,3,5,45,304,6.73112,5.70917,21,2.1905
143884,Machi Koro,"Card Game,City Building,Dice","Card Drafting,Dice Rolling",2012,2,4,30,23050,6.64355,6.54099,925,1.5416
143981,VOLT: Robot Battle Arena,"Fighting,Miniatures,Science Fiction","Action / Movement Programming,Grid Movement,Variable Player Powers",2014,2,4,30,391,7.00853,5.82977,26,2.0385
143986,CV,"Card Game,Dice,Humor","Card Drafting,Dice Rolling,Hand Management,Press Your Luck,Set Collection,Simulation",2013,2,4,60,5440,6.67641,6.42281,243,1.8477
143994,Capo Dei Capi,"Dice,Mafia","Area Control / Area Influence,Dice Rolling,Press Your Luck,Take That",2013,2,2,20,427,6.79463,5.79814,22,1.5909
144036,Diamonsters,"Card Game,Children's Game","Set Collection,Simultaneous Action Selection",2013,2,6,20,662,5.61248,5.51912,17,1.0588
144041,Patchistory,"Bluffing,City Building,Civilization,Economic,Negotiation,Political,Territory Building","Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Card Drafting,Grid Movement,Hand Management,Memory,Simultaneous Action Selection,Tile Placement,Variable Player Powers,Voting,Worker Placement",2013,2,4,120,1922,7.16269,6.46203,148,3.7568
144110,Oneupmanship: Mine's Bigger,"Economic,Negotiation","Auction/Bidding,Dice Rolling,Player Elimination,Roll / Spin and Move,Trading",2013,2,4,90,63,1.04921,5.31065,3,1
144150,Four Tribes,"Deduction,Medieval,Memory,Wargame","Area Control / Area Influence,Hand Management,Memory",2013,2,2,30,136,7.16434,5.64086,10,1.9
144189,Fire in the Lake,"Modern Warfare,Political,Vietnam War,Wargame","Area Control / Area Influence,Variable Phase Order,Variable Player Powers",2014,1,4,180,1900,8.05205,6.94449,226,4.0354
144223,Blocky Mountains,"Action / Dexterity,Adventure","Co-operative Play,Modular Board",2014,1,7,30,127,7.02283,5.62904,4,1.75
144228,FUBA,Sports,"Area Movement,Dice Rolling,Simulation",2013,2,2,90,88,7.39943,5.60444,14,2.6429
144236,Antimatter Matters,"Educational,Science Fiction","Co-operative Play,Partnerships,Roll / Spin and Move,Set Collection,Take That",2013,2,6,45,56,4.61161,5.46705,7,1.4286
144239,Impulse,"Bluffing,Card Game,Economic,Fighting,Science Fiction,Space Exploration","Area Control / Area Influence,Grid Movement,Hand Management,Modular Board,Partnerships,Player Elimination,Variable Phase Order,Variable Player Powers",2013,2,6,60,1850,6.86903,6.2906,111,2.964
144270,Relic Runners,Exploration,"Pick-up and Deliver,Point to Point Movement,Route/Network Building,Set Collection,Variable Player Powers",2013,2,5,80,2051,6.64614,6.1777,96,2.1146
144290,Intrigue City,Fantasy,"Area Control / Area Influence,Modular Board,Set Collection,Time Track,Voting,Worker Placement",2013,2,5,60,109,6.80367,5.58636,16,2.6875
144310,Artifact,"Adventure,Ancient,Exploration","Hand Management,Set Collection",2013,3,5,60,123,5.69146,5.51688,10,2.7
144325,Munchkin Legends,"Ancient,Card Game,Fantasy,Humor,Mythology","Card Drafting,Dice Rolling,Hand Management,Take That,Variable Player Powers",2013,3,6,120,952,6.4431,5.82801,22,1.5909
144344,Rococo,"Age of Reason,Economic","Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management,Set Collection",2013,2,5,120,6808,7.5844,7.22967,381,3.0971
144346,Mess Machine,"Bluffing,Industry / Manufacturing,Puzzle",Action / Movement Programming,2014,2,4,30,70,5.73514,5.50632,1,2
144378,Help Wanted,"Card Game,Humor,Mature / Adult,Party Game","Hand Management,Storytelling",2013,3,8,45,47,6.56596,5.51981,4,1
144382,Canalis,"Card Game,City Building,Renaissance","Card Drafting,Route/Network Building,Tile Placement,Variable Player Powers",2013,2,4,45,251,6.33191,5.63452,16,2.75
144383,Dungeon Dwellers,"Card Game,Fantasy","Co-operative Play,Deck / Pool Building",2014,2,6,60,52,6.43038,5.5177,8,2.75
144388,Elevenses,"Card Game,Print & Play",Hand Management,2013,2,4,30,1064,6.25841,5.82307,62,1.4032
144415,Nauticus,"Economic,Nautical,Transportation","Modular Board,Set Collection,Tile Placement",2013,2,4,90,1168,6.9659,6.18375,80,2.9875
144416,Manno Monster,Real-time,"Memory,Pattern Building",2013,2,4,25,94,6.46087,5.55722,7,1.5714
144417,Der Hobbit: Smaugs Einöde,"Card Game,Fantasy,Movies / TV / Radio theme,Novel-based","Co-operative Play,Hand Management",2013,2,4,60,56,6.09036,5.51112,4,1.5
144460,Cycling Party,"Racing,Sports","Roll / Spin and Move,Variable Player Powers",2014,2,6,60,81,6.71284,5.55036,10,2.1
144464,Werwölfe Deluxe,"Bluffing,Card Game,Deduction,Horror,Murder/Mystery,Negotiation,Party Game","Partnerships,Role Playing,Storytelling,Variable Player Powers,Voting",2013,5,68,90,101,6.93762,5.59027,5,1.6
144468,Jungle Speed Safari,"Action / Dexterity,Card Game,Children's Game,Party Game",Pattern Recognition,2013,2,6,15,312,6.25179,5.63198,16,1.0625
144479,"Myths at War (Nordic, Egyptian and Japanese)","Card Game,Fantasy,Fighting,Mythology","Deck / Pool Building,Set Collection",2013,2,6,20,189,7.52392,5.63152,21,2.381
144492,Packet Row,Industry / Manufacturing,"Auction/Bidding,Card Drafting,Hand Management",2013,2,5,75,629,6.17854,5.71365,37,1.9459
144499,Pasha,Dice,"Dice Rolling,Hand Management",2013,2,5,30,217,6.15654,5.5893,14,1.4286
144525,Dungeon Twister: The Card Game,"Card Game,Exploration,Fantasy,Fighting,Maze","Hand Management,Modular Board",2013,2,2,60,445,6.30811,5.69443,25,2.96
144526,Glastonbury,"Card Game,Fantasy","Modular Board,Set Collection",2013,2,4,30,329,6.62871,5.71467,15,1.5333
144529,Theseus: The Dark Orbit,"Fighting,Science Fiction","Partnerships,Point to Point Movement,Variable Player Powers",2013,2,4,90,1629,7.12182,6.35224,107,2.8131
144553,The Builders: Middle Ages,"City Building,Medieval","Action Point Allowance System,Card Drafting,Set Collection",2013,2,4,30,3556,6.51344,6.21769,187,1.7914
144557,Where Art Thou Romeo?,"Bluffing,Card Game,Deduction,Novel-based,Renaissance","Role Playing,Storytelling",2013,3,5,15,285,4.99137,5.40628,15,1.1333
144566,Circus Train (Second edition),"Economic,Trains","Hand Management,Point to Point Movement",2013,1,5,90,302,7.15674,5.79495,21,2.381
144567,For the Crown (Second edition),"Fantasy,Medieval","Card Drafting,Deck / Pool Building,Grid Movement,Hand Management",2012,2,2,60,240,7.34529,5.76864,14,3.2143
144568,Dawn of the Zeds (Second edition),"Horror,Zombies","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",2013,1,1,90,613,7.89751,6.22537,51,3.1176
144574,Last Chance for Victory,"American Civil War,Civil War,Wargame","Dice Rolling,Hex-and-Counter",2014,2,2,60,127,8.75946,5.74073,22,4
144579,Pizza Party,"Children's Game,Dice","Dice Rolling,Set Collection",2013,2,2,10,144,5.30421,5.47861,4,1
144587,Atacama,"American West,Economic,Industry / Manufacturing","Area Control / Area Influence,Modular Board",2013,2,4,20,114,6.00203,5.53656,5,1.4
144592,Bruxelles 1893,Economic,"Auction/Bidding,Card Drafting,Modular Board,Worker Placement",2013,2,5,125,4255,7.64525,7.11921,291,3.5911
144607,Designer Edition Bitter Woods,"Wargame,World War II",Hex-and-Counter,2014,0,2,480,86,8.24419,5.65242,10,2.8
144631,Futterneid,Bluffing,"Commodity Speculation,Take That",2013,2,5,10,107,5.79182,5.5225,6,1.6667
144632,City Council,"City Building,Negotiation,Political","Tile Placement,Voting,Worker Placement",2013,2,5,60,408,6.15072,5.6432,41,3
144709,Sukimono,Real-time,"Commodity Speculation,Memory,Set Collection,Stock Holding",2012,2,6,30,142,6.6831,5.60832,11,1.9091
144728,Adventure Time Card Wars: Finn vs. Jake,"Card Game,Humor,Movies / TV / Radio theme",Hand Management,2014,2,2,30,854,6.23997,5.67603,39,1.7179
144733,Russian Railroads,"Industry / Manufacturing,Trains",Worker Placement,2013,2,4,120,13105,7.78509,7.55782,700,3.4171
144734,Arcane Academy,"Comic Book / Strip,Fantasy","Card Drafting,Tile Placement",2016,2,4,45,865,6.83569,5.99278,16,2.25
144743,Machina Arcana,"Adventure,Dice,Exploration,Fighting,Horror,Mythology","Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement",2014,1,4,150,316,7.64953,5.82671,24,3.25
144761,"Going, Going, GONE!","Action / Dexterity,Party Game,Real-time","Auction/Bidding,Set Collection",2013,2,6,20,1203,6.21174,5.83264,46,1.2609
144789,The Sheep Race,"Animals,Dice,Miniatures,Racing,Sports","Betting/Wagering,Dice Rolling,Grid Movement",2013,2,6,45,219,6.55297,5.63706,15,1.5333
144790,Angry Dice,"Dice,Real-time",Dice Rolling,2014,2,0,5,100,5.3585,5.48609,10,1
144797,Argent: The Consortium,"Fantasy,Political","Area Control / Area Influence,Deck / Pool Building,Time Track,Variable Player Powers,Worker Placement",2015,2,5,150,2673,7.69624,6.94199,165,3.8061
144826,Zombie 15',"Fighting,Real-time,Zombies","Action Point Allowance System,Co-operative Play,Grid Movement,Modular Board,Variable Player Powers",2014,2,4,15,1840,6.91236,6.28782,82,2.2317
144845,The Games of Middle Earth,"Adventure,Fantasy,Novel-based,Wargame","Area Control / Area Influence,Hex-and-Counter,Variable Player Powers",1977,2,3,120,57,7.2386,5.56418,8,3
144864,Ascension: Darkness Unleashed,"Card Game,Fantasy","Card Drafting,Deck / Pool Building,Hand Management",2013,1,2,30,833,7.4711,6.21949,28,2.3214
144865,Sushi Draft,Card Game,"Card Drafting,Set Collection",2012,3,5,15,221,5.63624,5.51096,18,1.4444
144874,Trailer Park Boys Board Game,"Dice,Economic,Humor,Mature / Adult,Negotiation","Dice Rolling,Pick-up and Deliver,Roll / Spin and Move",2013,2,6,90,41,7.02683,5.52549,2,1.5
144958,Iwo: Bloodbath in the Bonins 19 Feb – 17 Mar 1945,"Wargame,World War II","Dice Rolling,Hex-and-Counter",2013,1,2,60,96,6.84896,5.58387,8,2.5
144988,Lords of War:  Elves versus Lizardmen,"Card Game,Fantasy,Fighting","Hand Management,Player Elimination,Variable Player Powers",2013,2,8,30,236,6.90169,5.68273,11,2
144993,Clusterfight,"Fighting,Humor,Negotiation,Party Game","Betting/Wagering,Storytelling,Take That",2014,3,12,45,39,6.88462,5.52954,3,1
145012,Sultaniya,"Arabian,City Building,Puzzle","Pattern Building,Set Collection,Tile Placement",2014,2,4,45,716,6.57583,5.86357,37,2
145027,Pentos,Card Game,"Hand Management,Set Collection",2013,2,5,30,171,5.87667,5.54345,9,1.4444
145068,Piwne Imperium,"Economic,Industry / Manufacturing","Dice Rolling,Variable Phase Order,Worker Placement",2013,2,3,120,45,6.17333,5.50916,8,3.5
145086,Shinobi Clans,"Card Game,Deduction","Card Drafting,Secret Unit Deployment",2013,3,5,60,254,6.38803,5.62286,7,2
145103,7 Days of Westerplatte,"Wargame,World War II","Chit-Pull System,Co-operative Play,Point to Point Movement",2013,1,4,60,298,6.68154,5.69729,22,2.3636
145106,Raverun,"Card Game,Fantasy,Party Game","Hand Management,Simultaneous Action Selection",2013,2,3,15,55,4.35,5.45379,3,2
145186,Pick-a-Polar Bear,"Action / Dexterity,Animals,Card Game,Party Game,Puzzle,Real-time",Pattern Recognition,2013,1,5,15,441,6.45839,5.72757,22,1.0455
145203,Prosperity,"Economic,Environmental","Card Drafting,Tile Placement",2013,2,4,60,1562,6.7206,6.15134,100,2.55
145205,L'Aéropostale,"Aviation / Flight,Exploration","Area Control / Area Influence,Pick-up and Deliver,Route/Network Building",2013,2,5,70,176,6.97943,5.67042,21,2.9524
145209,404: Law Not Found,"Print & Play,Science Fiction,Space Exploration","Action / Movement Programming,Area Movement,Card Drafting,Simultaneous Action Selection,Variable Player Powers",2013,2,6,60,107,5.94234,5.51808,12,2.3333
145219,Craftsmen,"Economic,Industry / Manufacturing,Medieval","Auction/Bidding,Card Drafting,Hand Management,Memory,Set Collection,Trading,Worker Placement",2013,2,5,180,418,6.63964,5.75929,37,4.0811
145259,Jenga: Tetris,"Action / Dexterity,Party Game,Video Game Theme",Press Your Luck,2013,1,99,20,171,5.01754,5.444,4,1.5
145275,Neptune,"Card Game,Space Exploration","Rock-Paper-Scissors,Trick-taking",2013,2,4,20,34,5.94,5.51118,4,1.5
145304,Cthulhu's Vault,"Adventure,Card Game","Hand Management,Storytelling,Variable Player Powers",2015,3,6,45,139,5.96976,5.53445,10,1.3
145308,Marrying Mr. Darcy,"Card Game,Novel-based","Betting/Wagering,Dice Rolling,Hand Management,Press Your Luck,Role Playing,Set Collection,Take That,Variable Player Powers",2014,2,6,60,1135,6.37593,5.84978,48,1.375
145344,San Guo Sha: Kingdom Wars,"Ancient,Card Game,Civil War,Novel-based,Party Game","Hand Management,Partnerships,Variable Player Powers",2012,2,12,30,62,7.22581,5.56323,4,2
145371,Three Kingdoms Redux,"Ancient,Civilization,Economic,Novel-based,Territory Building","Area Control / Area Influence,Auction/Bidding,Card Drafting,Hand Management,Partnerships,Variable Player Powers,Worker Placement",2014,3,3,165,1055,7.95282,6.55398,94,4
145381,The Outcast Heroes,World War II,"Action Point Allowance System,Auction/Bidding,Hand Management,Partnerships",2013,2,4,30,112,6.21786,5.54893,6,2.5
145393,Gem Rush,"Exploration,Fantasy","Co-operative Play,Hand Management,Modular Board,Set Collection,Tile Placement",2013,1,6,45,274,6.72175,5.6962,12,1.8333
145400,Strajk! Skok do wolności,"Educational,Political","Deck / Pool Building,Point to Point Movement",2013,2,5,45,41,5.75854,5.50826,4,2.5
145401,Crisis: Tokyo,Card Game,Hand Management,2013,2,5,60,89,5.24663,5.4808,7,1.5714
145470,Don Capollo,"Card Game,Mafia,Negotiation","Card Drafting,Set Collection",2013,3,6,45,102,7.01918,5.57824,6,1.5
145475,Hobbit Tales from the Green Dragon Inn,Card Game,Storytelling,2013,2,5,60,252,6.77921,5.67247,15,1.4
145478,HeartSwitch,Card Game,Trick-taking,2013,3,6,45,153,6.45432,5.59041,7,2
145492,Der Schatz von Castellina,"Action / Dexterity,Children's Game","Memory,Set Collection",2013,2,4,15,63,6.34,5.53871,2,1
145493,The King's Armory,"Fantasy,Video Game Theme","Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers",2015,1,7,240,249,7.0055,5.68125,19,3.2105
145496,Privateer,Pirates,"Pick-up and Deliver,Variable Player Powers",2016,3,6,45,99,6.4798,5.53696,8,2.375
145501,Fun Farm,"Action / Dexterity,Animals,Children's Game","Dice Rolling,Pattern Recognition",2013,2,10,15,443,6.18406,5.65957,17,1.0588
145553,Asgard's Chosen,"Fantasy,Fighting,Mythology,Territory Building","Area Movement,Deck / Pool Building,Hand Management,Modular Board,Tile Placement",2013,1,4,90,187,6.12647,5.56874,17,3.1765
145578,CLUE: The Big Bang Theory,"Deduction,Murder/Mystery",Roll / Spin and Move,2013,2,6,45,221,5.86167,5.52364,7,2
145588,Citrus,"Economic,Farming,Territory Building",Tile Placement,2013,2,5,60,1099,7.10105,6.21436,48,2.5208
145599,Journey: Wrath of Demons,"Adventure,Ancient,Dice,Fantasy,Miniatures,Mythology,Novel-based",Co-operative Play,2015,1,4,75,197,6.99365,5.65166,16,2.9375
145621,Mad QUAO,"Animals,Card Game,Party Game",Hand Management,2013,3,8,10,50,5.38,5.48925,6,1.3333
145633,Ascension: Apprentice Edition,"Card Game,Fantasy","Card Drafting,Deck / Pool Building,Hand Management",2013,2,2,30,945,7.12979,6.13907,46,1.9565
145639,Coconuts,"Action / Dexterity,Children's Game",Press Your Luck,2013,2,4,20,3320,7.05771,6.57852,136,1.0441
145642,The Cards of Cthulhu,"Card Game,Horror","Co-operative Play,Dice Rolling",2014,1,4,90,453,6.84916,5.80697,34,1.8529
145645,Le Fantôme de l'Opéra,"Deduction,Novel-based","Grid Movement,Variable Player Powers",2013,2,2,30,980,7.02565,6.1347,34,2.1765
